Nakalimutan ni Sami ang pangalan ni Layla.	Sami forgesis la nomon de Layla.	ang	0	0
Kuwento sa Ibáng Planeta: Sa malayong planeta, may dalawáng araw sa bugháw na langit, si Malakás at si Magandá. Nagtanóng ang isáng anák sa kanyáng iná, "Nanay, bakit may dalawáng araw sa langit?" Sabi ng iná, "O, anóng klaseng tanóng iyán? Ilán ang matá mo? Dalawá. Ilán ang kamáy mo? Dalawá." Sumagót ang anák, "Pero, nanay, isá lamang hô ang ilóng ko..."	Rakonto sur Alia Planedo: Sur forega planedo, ekzistas du sunoj ĉe la blua ĉielo, Fortulo kaj Belulo. Ido demandas al sia patrino, "Kara Panjo, kial ekzistas du sunoj ĉe la ĉielo?" La patrino diras, "Ho, kia demando estas tio? Kiom da okuloj ci havas? Estas du. Kiom da manoj ci havas? Estas du." La ido respondas, "Sed, Panjo, mi havas nur unu nazon..."	nanay	0	0
Sa wakas, hindi man siya tumawag muli.	Finfine ŝi tamen ne retelefonis.	wakas	0	0
Huwag kalimutan na ang pananagarilyo'y masama sa iyong kalusugan.	Ne forgesu, ke fumi malbonas por via sano.	masama	0	0
Nagregular ako ng aking Mayelong Berdeng Tsaang Grande sa kapihang Istarbaks. Dumating si Michael na Tsinong may dalang dalawang bungkos ng saging. Nag-order siya ng kanyang malimit na Venti Americano. Sa lamesa, kumain kami nang bawat isang saging niya. Pinag-usapan namin ang punsoy tungkol sa mga templo at mga bahay. Budista raw ang pamilya niya. Tapos, pinag-usapan namin ang coronavirus na "sekretong armas" ng siyentipiko ng militar ng sekretong bansa. Dumating si Hans na Olandes sa upuang de gulong niya. Pinag-usapan namin ang politika sa Canada at Estados Unidos. Talagang ibang lengguwahe ang ginagamit ko bawat kay Hans at kay Michael. Sang-ayon kaming ang isip ay mas importante sa katawan ng tao. Nagsasaya kaming bata pa kami ay nagbiyahe na kami nang mabuti at bata pa ring nagkakapihan na lamang.	Mi mendis mian oftan mezgrandan glacian verdan teon ĉe la kafejo Starbukso. Miĥaelo la ĉino alvenis kun du faskoj da bananoj. Li mendis sian oftan Venti Americano. Ĉe la tablo, ni manĝis po unu el liaj bananoj. Ni parolis pri la fengŝuo pri temploj kaj domoj. Lia familio laŭdire estas budaistoj. Poste, ni parolis pri la kronvirusa "sekreta armilo" de la milita sciencistaro de sekreta lando. Hans la nederlandano alvenis en sia rulseĝo. Ni parolis pri politiko en Kanado kaj Usono. Mi vere parolas malsamajn lingvojn kun Hans kaj kun Miĥaelo. Ni konsentas, ke la menso pli gravas ol la korpo je homoj. Ni ĝojas pensi, ke kiam ni estis pli junaj, ni vojaĝis bone, kaj kiam ni estas ankoraŭ junaj, ni nur amuziĝas en kafejo.	pamilya	0	0
Hindi ito dugo.	Tio ne estas sango.	dugo	0	0
Nitong umaga nang ika-16 ng Oktubre ng 2022, sa Isla Lulung parke, papuntang pizzeria ako, nakita ko si Michael na Danes-Pranses na naninigarilyo. Bughaw ang langit. Maaraw. Nakita raw niya ang pinakaunang niyebeng gansa nitong panahon.	Ĉi-matene la 16-an de oktobro de 2022, en la parko sur Lulu-insulo, irante al la picejo, mi vidis Miĥaelon la dano-franco, kiu fumis. La ĉielo estis blua. Estis sunbrile. Li diris, ke li vidis la unuan neĝan anseron ĉi-sezone.	nitong	0	0
Nagising si Tomas nang tumunog ang telepono.	Tomaso ekvekiĝis kiam la telefono sonis.	telepono	0	0
Mali ka, kaya huwag kang sumigaw.	Vi malpravas, tial ne kriu.	mali	0	0
Siyempre, ang kasunod na panaginip ay mas pangit.	Kompreneble la sekva sonĝo estis eĉ pli malbona.	siyempre	0	0
Pinatay ko ang Diyos.	Mi mortigis Dion.	pinatay	0	0
Maiitanda ba ang petsa ng may naging wika? "Anong klaseng tanong!" ang masasabi. Gayon man, may petsang ganoon: ang ika-26 ng Hulyo ang Araw ng Esperanto. Nang petsang ito noong 1887, lumabas sa Warsaw ang brosyur ni Doktor Ludwig Zamenhof tungkol sa "Pandaigdigang Wika."	Ĉu eblas indiki daton, je kiu ekvivis lingvo? "Kia demando!" oni emas diri. Kaj tamen tia dato ekzistas: la 26-a de julio, la Tago de Esperanto. Je tiu tago en 1887 aperis en Varsovio broŝuro de Ludwik Lejzer Zamenhof pri "Internacia Lingvo".	ganoon	0	0
Natagpo ko noong ika-23 ng Setyembre ng 2021 si Bob na kapatid ni George, yaong Tsipreng Griyegong kapitbahay ko sa Isla Lulu. (Haponesa ang asawa ni George, si Chika.) Bumibisita si Bob sa pamilya dahil sa kamatayan ni Thasso, ang ama nila at asawa ni Nikki, dahil sa coronavirus. Sabi ko kay Bob, natatandaan ko noong maliit na bata pa silang nagbibisikleta ni George sa pook namin. Binanggit kong masarap ang "fish and chips" sa London. Nakatira raw siya sa isang nayong malapit sa York sa norteng Inglatera. Sabi ko'y maganda sa Lumang Mundo at matagal ko nang nais tumira sa Lumang Mundo. Manedyer pangkompyuter daw si Bob sa Inglatera. Tungkol daw sa programasyon ng mga "obheto."	Mi renkontis je la 23-a de septembro de 2021 Bob-on, la fraton de Georgo, tiu mia grek-cipra najbaro sur Lulu-insulo. (La edzino de Georgo, Ĉika, estas japanino.) Bob vizitas la familion pro la kronvirusa morto de Thasso, ilia patro kaj la edzo de Nikki. Mi diris al Bob, ke mi memoras, kiam Georgo kaj li estis malgrandaj infanoj biciklantaj en nia najbarejo. Mi menciis la bongustajn fiŝaĵon kaj terpomfritaĵojn en Londono. Li laŭdire loĝas en vilaĝo apud Jorko en norda Anglujo. Mi diris, ke la Malnova Mondo estas bela kaj mi longe volis loĝi en la Malnova Mondo. Bob estas komputika administranto en Anglujo. Li diras, ke temas pri programado de "objektoj".	nais	0	0
Palibot ng lungsod umaagos ang ilog.	Ĉirkaŭ la urbo rivero fluas.	lungsod	0	0
Pumarini ka agad!	Venigu lin tien ĉi, tuj!	agad	0	0
Pagkatapos ng hatinggabi sa Torremolinos sa Espanya nang makalabas ako sa aking otel at naglakad pababa sa matarik na dalisdis patungo sa dalampasigan. Habang nasa daan, nakita ko ang isang nakakaintrigang berdeng metal na pintuan sa harap ng bahay, kung saan sa marmol ay may nakasulat na "Jardín de las Mercedes" o "Hardin ng Awa" mula sa residensiyang numero 28. Sa dalampasigan, madilim at tahimik. May mga palapang kanlungan sa tabi ng dalampasigan. Ang kaisa-isang taong nakita ko noong gabing iyon ay mukhang Mehikano, naglalakad.	Estis post noktomezo en Torremolinos en Hispanio, kiam mi eliris el mia hotelo kaj marŝis laŭ la kruta deklivo al la plaĝo. Survoje, mi vidis intrigegan verdan metalan antaŭhejman pordegon, super kiu sur marmoro, skribiĝis "Jardín de las Mercedes" aŭ "Ĝardeno de la Kompatoj" de loĝejo de numero 28. Ĉe la plaĝo, estis mallume kaj trankvile. Ekzistis "palapas" aŭ palmfoliaj ŝirmejoj laŭlonge de la plaĝo. La sola alia persono, kiun mi vidis tiun nokton, aspektis kiel meksikano, promenanta.	harap	0	0
Kung minsan, kinukumpara ng tao ang kamatayan sa pagtulog.	Kelkfoje la homoj komparas la morton kun la dormo.	kamatayan	0	0
Kayang magbisikleta ni Bill.	Bill povas bicikli.	kayang	0	0
Mabilis na mabilis na naging talagang mabenta ang aklat niya.	Ŝia libro rapide iĝis granda merkata sukceso.	mabilis	0	0
Kumain siya ng saging at mansanas.	Li manĝis bananojn kaj pomojn.	kumain	0	0
Ayon sa Shinto, sa kamatayan ng tao, may ilang posibleng destinasyon: sa malayong kabila ng karagatang may buhay-bata, sa di kitang mundong astral, sa mundo-ilalim, o kaya sa kabundukan para magguwardiya ng buhay pang pamilya. Sa Shinto, ang paniwala ay may posibilidad na ang tao ay maging "kami." Marami ang kami at kung tawagin minsan ay "kamigami." Kung minsan, ang tawag ng mga Hapones sa Diyos ay "Kami-sama." Malimit din ang kami ay espiritu o anito, di lamang diyos, ang ibig sabihin.	Laŭ ŝintoismo, ĉe la morto de homo, ekzistas pluraj eblaj cellokoj: en la juna vivo for preter la oceano, en la nevidebla astra mondo, en la submondo, aŭ ĉe la montoj por gardi familiajn postvivantojn. En ŝintoismo, la nocio ekzistas, ke homo eble iĝas "kami". Estas multaj el "kami", kaj oni kelkfoje nomas ilin "kamigami". Kelkfoje, la japanoj nomas Dion "Kami-sama". Ofte, "kami" ankaŭ signifas spiritojn aŭ animojn, ne nur diojn.	tawag	0	0
Naobserbahan natin ang kapalaran ng walong magkakasunod na espesye ng tao sa loob nang isang bilyong taon, ang unang kalahati ng kislap na iyon ay ang tagal ng tao. Sampung higit pang mga espesye ngayon ay nagtatagumpay sa isa't isa, o naroroon, sa kapatagan ng Neptuno. Kami, ang Huling Sangkatauhan, ay ang Ikalabingwalong Sangkatauhan. Sa walong espesye bago sa Neptuno, ang ilan, gaya ng nakita natin, ay palaging nananatiling primitibo; marami ang nakamit ang hindi bababa sa isang nalilito at panandaliang sibilisasyon, at ang isa, ang makinang na Ikalima, ay nagising na sa totoong sangkatauhan nang durugin ito ng kasawian. Ang sampung uri ng Neptuno ay nagpapakita ng mas malaking pagkakaiba-iba. Ang mga ito ay mula sa likas na hayop hanggang sa mga paraan ng kamalayang hindi pa natatamo. Ang walang alinlangang mga subhumanong mabulok na uri ay limitado halos sa unang anim na raang milyong taon ng pananatili ng mga tao sa Neptuno.	Ni observis la sorton de ok sinsekvaj homaj specioj dum miliardo da jaroj, la unua duono de tiu flagrado, kiu estas la daŭro de la homo. Dek pliaj specioj nun sukcedas unu la alian, aŭ estas nuntempaj, sur la ebenaĵoj de Neptuno. Ni, la Lastaj Homoj, estas la Dekokaj Homoj. El la ok antaŭneptuniaj specioj, iuj, kiel ni vidis, restis ĉiam primitivaj; multaj atingis almenaŭ konfuzitan kaj paseman civilizacion, kaj unu, la brila Kvina, jam vekiĝis en la veran homaron, kiam la malfeliĉo dispremis ĝin. La dek neptunaj specioj montras eĉ pli grandan diversecon. Ili intervalas de la instinkta besto ĝis manieroj de konscio neniam antaŭe atingitaj. La sendube subhomaj degeneritaj tipoj estas limigitaj plejparte al la unuaj sescent milionoj da jaroj de la restado de homoj sur Neptuno.	milyong	0	0
Tulad ng nabanggit na, ang Ikatlong Tao ay madaling kapitan ng mga yugto ng pagkaabala sa sinaunang pagnanasa para sa personal na kawalang-kamatayan. Ang kasakimang ito ay madalas na malakas sa mga Unang Tao; at maging ang Pangalawang Tao, sa kabila ng kanilang dakilang kaloob ng detatsment, kung minsan ay pinahihintulutan sila ng kanilang paghanga sa personalidad ng taong hikayatin silang ang mga kaluluwa ay mabubuhay magpakailanman. Ang panandalian at di-teoretikal na Ikatlong Tao, kasama ang kanilang pagkahilig sa lahat ng uri ng buhay, at lahat ng pagkakaiba-iba ng mahahalagang pag-uugali, ay naglihi ng imortalidad sa iba't ibang paraan. Sa kanilang huling kultura, naisip nilang sa kamatayan ang lahat ng nabubuhay na bagay na sinang-ayunan ng Diyos-Buhay ay dumaan sa ibang mundo, na halos kapareho sa kilalang mundo, ngunit mas masaya. Doon sila ay sinasabing nanirahan sa presensya ng diyos, na naglilingkod sa kanya sa walang pigil na mahahalagang pagkamalikhain nang iba't ibang uri.	Kiel jam dirite, la Triaj Homoj estis emaj al fazoj de okupiteco kun la antikva avido al persona senmorteco. Ĉi tiu avido ofte estis forta inter la Unuaj Homoj; kaj eĉ la Duaj Homoj, malgraŭ sia granda dono de malligo, kelkfoje permesis, ke ilia admiro por homa personeco persvadi ilin, ke animoj devas vivi eterne. La mallongdaŭraj kaj neteoriaj Triaj Homoj, kun sia pasio por ĉiaspecaj vivaĵoj, kaj la tuta diverseco de esenca konduto, konceptis senmortecon en diversaj manieroj. En sia fina kulturo ili imagis, ke ĉe la morto ĉiuj vivaĵoj, kiujn aprobis la Vivo-Dio, transiris en alian mondon, tre similan al la konata mondo, sed pli feliĉa. Tie ili laŭdire vivis en la ĉeesto de la diaĵo, servante lin en senbrida esenca kreivo de diversaj specoj.	malakas	0	0
Naiintindihan mo ang ibig-sabihin ko, di ba?	Vi komprenas, kion mi volas diri, ĉu ne?	naiintindihan	0	0
Di araw-araw na dapat ikalkula ko ang kahabaan ng hipotenus, o alalahaning ang sodyum ay madaling magsanib sa singaw ng tubig, o maalamang ang enerhiya sa tiyak na masa'y katumbas ng produkto ng masang iyon at ng kuwadradong kabilisan ng ilaw, ngunit araw-araw ginagamit ko ang aking kaalamanan ng wika.	Ne ĉiutage mi devas kalkuli la longon de hipotenuzo, memori, ke natrio tre facile reakcias kun akvovaporo, aŭ scii, ke la energio en certa maso egalas la produton de tiu maso kun la kvadrato de la lumrapido, sed ĉiun tagon mi uzas miajn lingvosciojn.	enerhiya	0	0
Unang beses kong nag-alala ng tula.	Jen la unuan fojon mi parkerigas poemon.	unang	0	0
Darating kami sa isla pagkatapos ng dalawang araw.	Ni alvenos je la insulo du tagojn poste.	darating	0	0
Sa wakas, hindi man siya tumawag muli.	Finfine ŝi tamen ne retelefonis.	tumawag	0	0
Sinong tinatawagan mo ngayon?	Kiun vi alvokas nun?	sinong	0	0
Kailan matatapos ang tag-ulan?	Kiam finiĝos la pluvtempo?	kailan	0	0
Nang ako'y nasa kama, pinaparini ko siya.	Estante sur lito, mi alvenigis lin.	kama	0	0
Sa kuwarto ko'y may aparador, sopa, silya, at mesa.	En mia ĉambro staras ŝranko, sofo, seĝo kaj tablo.	kuwarto	0	0
Ikaw mismo ang gumawa noon.	Vi mem faru tion.	mismo	0	0
Lagi silang nag-aaway.	Ili ĉiam kverelas.	lagi	0	0
Ibibigay mo ba sa akin ang iyong numero sa telepono?	Ĉu vi donos al mi vian telefonnumeron?	ibibigay	0	0
Pinag-usapan namin ni Michael na Tsinong ang penomenong umaalis ang mga mayaman sa mahirap na bansa, pero sa kinabukasan, sila'y nabalik kung mas magaling ang panahon.	Mi kaj Miĥaelo la ĉino parolis pri la fenomeno de riĉuloj forlasantaj sian malriĉan landon, sed estonte ili revenos, kiam la vetero estos pli bona.	mahirap	0	0
Di alam ni Tomas kung paano igastos ang kanyang pera. Meron siyang konti.	Tom ne scias, kiel elspezi sian monon. Li havas tiom da ĝi.	pera	0	0
Sa Aleman, maraming iba-ibang diyalekto ang sinasalita.	En Germanio oni parolas multajn diversajn dialektojn.	aleman	0	0
Naobserbahan natin ang kapalaran ng walong magkakasunod na espesye ng tao sa loob nang isang bilyong taon, ang unang kalahati ng kislap na iyon ay ang tagal ng tao. Sampung higit pang mga espesye ngayon ay nagtatagumpay sa isa't isa, o naroroon, sa kapatagan ng Neptuno. Kami, ang Huling Sangkatauhan, ay ang Ikalabingwalong Sangkatauhan. Sa walong espesye bago sa Neptuno, ang ilan, gaya ng nakita natin, ay palaging nananatiling primitibo; marami ang nakamit ang hindi bababa sa isang nalilito at panandaliang sibilisasyon, at ang isa, ang makinang na Ikalima, ay nagising na sa totoong sangkatauhan nang durugin ito ng kasawian. Ang sampung uri ng Neptuno ay nagpapakita ng mas malaking pagkakaiba-iba. Ang mga ito ay mula sa likas na hayop hanggang sa mga paraan ng kamalayang hindi pa natatamo. Ang walang alinlangang mga subhumanong mabulok na uri ay limitado halos sa unang anim na raang milyong taon ng pananatili ng mga tao sa Neptuno.	Ni observis la sorton de ok sinsekvaj homaj specioj dum miliardo da jaroj, la unua duono de tiu flagrado, kiu estas la daŭro de la homo. Dek pliaj specioj nun sukcedas unu la alian, aŭ estas nuntempaj, sur la ebenaĵoj de Neptuno. Ni, la Lastaj Homoj, estas la Dekokaj Homoj. El la ok antaŭneptuniaj specioj, iuj, kiel ni vidis, restis ĉiam primitivaj; multaj atingis almenaŭ konfuzitan kaj paseman civilizacion, kaj unu, la brila Kvina, jam vekiĝis en la veran homaron, kiam la malfeliĉo dispremis ĝin. La dek neptunaj specioj montras eĉ pli grandan diversecon. Ili intervalas de la instinkta besto ĝis manieroj de konscio neniam antaŭe atingitaj. La sendube subhomaj degeneritaj tipoj estas limigitaj plejparte al la unuaj sescent milionoj da jaroj de la restado de homoj sur Neptuno.	bilyong	0	0
Nakita ko si Miguel na Tsino sa kapihang Istarbaks sa Isla Lulu nang ika-25 ng Oktubre ng 2021. Nakasuot siya ng itim na dyaket para sa motorsiklo. Mayroon daw siyang motorsiklong Ducati ng Italya. Binanggit niya ang isang babaeng nagkantot ng tatlong ibang lalaki sa jacuzzi. Pinag-usapan namin ang mga seksong sakit. Tapos, pinag-usapan namin ang mga diaspora ng mga Tsino sa mundong ito. Ang mga Kantones ay sa Anglospera. Ang mga Hokkien ay sa Taiwan at Timog-silangang Asya. Hokkien ang mga ninuno ko, sabi ko. Binanggit niya ang mga Taga-Wenzhou, yaong maraming pumunta'y sa Europa.	Mi vidis Miĥaelon la ĉino ĉe la kafejo Starbukso sur Lulu-insulo la 25-an de oktobro de 2021. Li portis nigran motorciklan jakon. Li diris, ke li posedas Ducati-motorciklon el Italio. Li menciis virinon, kiu fikis tri malsamajn virojn en kirlakva banujo. Ni parolis pri seksaj malsanoj. Poste, ni parolis pri la diasporoj de la ĉinoj en ĉi tiu mondo. La kantonanoj estas en la Anglosfero. La hokkienoj estas en Tajvano kaj Sudorienta Azio. Miaj prapatroj estis hokkienoj, mi diris. Li menciis la Wenzhou-anojn, el kiuj multaj iris al Eŭropo.	tatlong	0	0
Pagkatapos ng hatinggabi sa Torremolinos sa Espanya nang makalabas ako sa aking otel at naglakad pababa sa matarik na dalisdis patungo sa dalampasigan. Habang nasa daan, nakita ko ang isang nakakaintrigang berdeng metal na pintuan sa harap ng bahay, kung saan sa marmol ay may nakasulat na "Jardín de las Mercedes" o "Hardin ng Awa" mula sa residensiyang numero 28. Sa dalampasigan, madilim at tahimik. May mga palapang kanlungan sa tabi ng dalampasigan. Ang kaisa-isang taong nakita ko noong gabing iyon ay mukhang Mehikano, naglalakad.	Estis post noktomezo en Torremolinos en Hispanio, kiam mi eliris el mia hotelo kaj marŝis laŭ la kruta deklivo al la plaĝo. Survoje, mi vidis intrigegan verdan metalan antaŭhejman pordegon, super kiu sur marmoro, skribiĝis "Jardín de las Mercedes" aŭ "Ĝardeno de la Kompatoj" de loĝejo de numero 28. Ĉe la plaĝo, estis mallume kaj trankvile. Ekzistis "palapas" aŭ palmfoliaj ŝirmejoj laŭlonge de la plaĝo. La sola alia persono, kiun mi vidis tiun nokton, aspektis kiel meksikano, promenanta.	tahimik	0	0
Huwag kalimutan na ang pananagarilyo'y masama sa iyong kalusugan.	Ne forgesu, ke fumi malbonas por via sano.	kalimutan	0	0
Lakas ang kaalaman.	Scio estas povo.	lakas	0	0
Noon, napangarap tungkol sa bagong tao sa mas magandang kinabukasang mundo. Ngayon, buhay tayo sa kinabukasang mundo noong panahon. Tungkol sa bagong tao, wala nang sinasabi, at wala nang interesado sa tanong kung anong klaseng mundo para tawaging maganda. Parang ang tanong tungkol sa kinabukasan ay hinaharapan ng tanong ngayon kung maging pera o hindi pera.	Iam oni revis pri nova homo en pli bela estonta mondo. Nun ni vivas en la estonta mondo de tiam. Pri nova homo neniu plu parolas, kaj la demando, kia estu mondo, por ke oni povu nomi ĝin bela, ne interesas multajn. Ŝajnas, ke la demandon pri la estonta mondo anstataŭas nun la demando pri la estanta aŭ ne estanta mono.	tanong	0	0
Ang taong sinasalin ang mga salita ay gumagawa ng walang gramatikang mali sa dayuhang wika.	Homoj, kies vortojn oni tradukas, faras neniujn gramatikajn erarojn en la fremda lingvo.	salita	0	0
Mga Ginoo, maligayang pagdating.	Gesinjoroj, bonvenon.	pagdating	0	0
Parang may sakit ang aso.	La hundo ŝajnas esti malsana.	sakit	0	0
Ngayon, mainit ang dagat!	Hodiaŭ la maro estis varma!	dagat	0	0
